Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
26/07/2016,Newcastle,10.9,18.8,0,NA,NA,NA,NA,NW,NA,28,NA,57,NA,NA,NA,1,NA,12.8,NA,No,No
27/07/2016,Newcastle,11.6,19.3,0,NA,NA,NA,NA,NE,NA,37,NA,57,NA,NA,NA,1,NA,14.2,NA,No,No
28/07/2016,Newcastle,8.8,19.4,0,NA,NA,NA,NA,NW,NA,9,NA,71,NA,NA,NA,0,NA,11.4,NA,No,No
29/07/2016,Newcastle,7.4,NA,0,NA,NA,NA,NA,NE,NA,9,NA,71,NA,NA,NA,0,NA,9.8,NA,No,No
30/07/2016,Newcastle,NA,19.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No
31/07/2016,Newcastle,NA,20.2,0,NA,NA,NA,NA,SW,NA,28,NA,67,NA,NA,NA,1,NA,13.5,NA,No,No
01/07/2016,NorahHead,9.9,16.5,0,NA,NA,W,37,NW,WSW,7,11,56,44,1016.6,1016.5,NA,NA,13.3,15.6,No,No
02/07/2016,NorahHead,7.6,16.2,0,NA,NA,WNW,22,WNW,SW,6,7,62,51,1025.3,1023.4,NA,NA,11.7,15.4,No,No
03/07/2016,NorahHead,7.1,18.6,0,NA,NA,N,26,W,SE,6,4,66,52,1026.5,1022.8,NA,NA,11.3,15.4,No,No
04/07/2016,NorahHead,6.5,17.9,0.4,NA,NA,NNE,31,N,N,19,26,78,56,1020.7,1016.1,NA,NA,11.1,16.3,No,Yes
05/07/2016,NorahHead,10.7,19.7,1.2,NA,NA,NW,39,W,NW,9,15,99,60,1011.8,1006.5,NA,NA,11.9,17.6,Yes,No
06/07/2016,NorahHead,9.8,16.6,0.4,NA,NA,WNW,52,NW,WNW,19,15,60,55,1005.6,1003.5,NA,NA,13.1,15.6,No,Yes
07/07/2016,NorahHead,12.7,17.7,11.6,NA,NA,S,70,WSW,SW,17,17,100,93,1014.1,1015.6,NA,NA,13.8,15.7,Yes,Yes
08/07/2016,NorahHead,12.6,14.8,31.6,NA,NA,SSE,39,W,WNW,9,4,100,100,1019.1,1017.8,NA,NA,13.2,14.6,Yes,Yes
09/07/2016,NorahHead,11.3,16.9,5.4,NA,NA,SSW,35,WSW,SW,11,11,86,73,1022.8,1022,NA,NA,13.5,16.4,Yes,No
10/07/2016,NorahHead,11.4,18.6,0.2,NA,NA,N,30,W,SE,11,6,92,82,1024.7,1021.3,NA,NA,13.4,17,No,No
11/07/2016,NorahHead,13.4,20.7,0,NA,NA,N,48,N,NNE,22,22,81,71,1015.7,1012.3,NA,NA,15.1,19.2,No,No
12/07/2016,NorahHead,14.6,20.1,0,NA,NA,NW,52,WSW,NW,4,17,77,35,1010.5,1007.5,NA,NA,17.5,18.9,No,No
13/07/2016,NorahHead,10.3,14.9,0,NA,NA,WNW,54,WNW,W,17,13,42,31,1018.9,1020,NA,NA,11.2,14,No,No
14/07/2016,NorahHead,5,17.1,0,NA,NA,N,26,NW,NW,6,7,56,37,1029.9,1026.1,NA,NA,9.6,15.6,No,No
15/07/2016,NorahHead,5.8,16.6,0,NA,NA,W,22,W,S,6,7,62,51,1030.4,1027.5,NA,NA,9.7,14.8,No,No
16/07/2016,NorahHead,9.4,17.5,0,NA,NA,W,26,W,SSW,13,17,72,76,1032.6,1029.8,NA,NA,11.6,16.6,No,Yes
17/07/2016,NorahHead,11.5,19.7,6.4,NA,NA,NE,24,W,ENE,13,13,100,87,1030.4,1027.2,NA,NA,14.4,18,Yes,Yes
18/07/2016,NorahHead,12.1,23.5,1.2,NA,NA,N,24,NNW,NW,11,6,100,60,1025.2,1020.2,NA,NA,15.1,23,Yes,No
19/07/2016,NorahHead,15,24.6,0,NA,NA,N,20,NNW,N,11,15,78,66,1021.7,1019.3,NA,NA,18.6,22.2,No,Yes
20/07/2016,NorahHead,17.3,17.7,10.4,NA,NA,SSW,39,N,SW,13,13,100,100,1019.4,1017.3,NA,NA,17.5,16.3,Yes,Yes
21/07/2016,NorahHead,14.3,19.2,11.6,NA,NA,SW,26,WNW,WSW,9,2,100,92,1018.9,1016.1,NA,NA,15,17.7,Yes,No
22/07/2016,NorahHead,12.7,24.1,0.4,NA,NA,NNW,57,NW,NNW,11,17,79,63,1010.1,1002.9,NA,NA,19.1,23.6,No,Yes
23/07/2016,NorahHead,14.3,18,1.8,NA,NA,WNW,50,W,WNW,15,20,44,38,1004.6,1004.7,NA,NA,16.1,16.8,Yes,No
24/07/2016,NorahHead,6.3,13.6,0,NA,NA,NNW,28,WNW,NW,9,6,54,53,1016,1013.1,NA,NA,8.9,11.4,No,No
25/07/2016,NorahHead,8.3,17.7,0,NA,NA,WNW,41,NW,WNW,11,11,55,40,1013.8,1011.9,NA,NA,13.4,16.6,No,No
26/07/2016,NorahHead,10.4,19.5,0,NA,NA,N,37,N,NW,30,11,64,41,1015.6,1013.2,NA,NA,13.1,18.5,No,No
27/07/2016,NorahHead,11.2,19.7,0,NA,NA,WNW,44,NW,W,15,11,58,39,1013.1,1014.1,NA,NA,15,18.1,No,No
28/07/2016,NorahHead,8.5,19,0,NA,NA,N,24,WNW,NW,7,6,61,45,1024.3,1020.9,NA,NA,12.8,17.9,No,No
29/07/2016,NorahHead,7.1,18.8,0,NA,NA,WNW,20,WNW,ENE,2,7,63,53,1023,1018.1,NA,NA,11.2,16.3,No,No
30/07/2016,NorahHead,8.1,18.9,0,NA,NA,W,24,W,S,13,13,66,70,1022.6,1020.2,NA,NA,12.2,16.7,No,No
31/07/2016,NorahHead,10.8,19.6,0,NA,NA,W,22,WNW,N,11,7,67,62,1017.7,1015.2,NA,NA,14.9,18.1,No,No
01/07/2016,NorfolkIsland,12.9,18.6,0.4,3.4,NA,SSE,31,SSE,S,13,11,45,59,1022,1019.9,NA,8,17.1,17.2,No,No
02/07/2016,NorfolkIsland,12,19.8,0,NA,NA,WNW,30,NE,N,11,6,79,62,1022.4,1019.8,8,8,16.5,18.8,No,Yes
03/07/2016,NorfolkIsland,15,20.3,1.1,NA,NA,WNW,43,WSW,WSW,24,22,68,60,1021.2,1019.8,8,1,18.5,19.8,Yes,No
04/07/2016,NorfolkIsland,15.3,19.8,0.3,10,NA,WSW,41,SSW,S,19,17,76,64,1022.8,1020.9,8,3,17,18.1,No,No
05/07/2016,NorfolkIsland,13.3,19.7,0,2.6,NA,NE,17,NA,ESE,0,11,64,63,1023.7,1020.8,NA,6,17.7,17.8,No,No
06/07/2016,NorfolkIsland,13.3,20.3,0,1.4,NA,NE,39,NNE,NNE,20,24,76,96,1018.9,1013.7,8,8,19,18.9,No,Yes
07/07/2016,NorfolkIsland,17.4,20.6,21,2.2,NA,W,72,W,WSW,24,20,88,67,1009.8,1007.1,8,1,19,19.8,Yes,No
08/07/2016,NorfolkIsland,16.5,19.9,0.8,4.8,NA,W,76,WSW,SW,41,33,65,61,1009.9,1009.5,8,5,18.8,19.1,No,Yes
09/07/2016,NorfolkIsland,15.5,19.5,2.4,NA,NA,WSW,61,SW,SW,26,26,83,66,1010.3,1008.8,6,2,17.6,18.3,Yes,Yes
10/07/2016,NorfolkIsland,15.4,19.5,3,NA,NA,SW,48,SW,SSE,26,20,75,80,1011.2,1010.6,8,8,18,18.2,Yes,No
11/07/2016,NorfolkIsland,15.1,19.6,1,9.4,NA,SSE,37,SE,SE,20,20,70,64,1020,1019.2,8,7,17.4,17.8,No,Yes
12/07/2016,NorfolkIsland,13.1,19.7,3,2.6,NA,E,30,E,ENE,17,15,68,59,1022.7,1021.3,1,1,17.5,18.7,Yes,No
13/07/2016,NorfolkIsland,13.3,20.6,0,3.4,NA,NNE,33,N,NW,13,13,66,65,1022.3,1019.4,7,8,19,19.5,No,Yes
14/07/2016,NorfolkIsland,16.1,18.9,1.2,2,NA,W,52,S,S,28,24,63,53,1021.7,1020.4,8,1,17.7,17.8,Yes,No
15/07/2016,NorfolkIsland,15.1,18.6,0,5,NA,SSW,39,S,SW,13,13,50,50,1025.1,1022.5,8,6,17,17.5,No,No
16/07/2016,NorfolkIsland,14.7,19.3,0,NA,NA,SSW,39,SSW,S,22,20,57,72,1025.7,1023.6,1,8,17.9,17.8,No,Yes
17/07/2016,NorfolkIsland,14.8,19,1.9,NA,NA,SSW,35,SE,S,15,17,77,75,1025.8,1023.1,8,8,17.1,17,Yes,No
18/07/2016,NorfolkIsland,14.9,18.5,0.9,8.8,NA,S,41,S,SSE,19,20,58,60,1024.8,1021.1,7,8,16.8,17.3,No,No
19/07/2016,NorfolkIsland,14.2,18.9,0,4,NA,S,33,S,SW,13,13,58,54,1023,1020.7,1,2,17.3,17.8,No,No
20/07/2016,NorfolkIsland,15.5,20.4,0.4,4.4,NA,SW,35,W,WSW,17,24,79,87,1021.3,1019.7,6,8,18.6,18.7,No,No
21/07/2016,NorfolkIsland,13.4,19.9,0.2,1.4,NA,NE,26,E,NE,9,15,70,67,1021.8,1018.1,5,8,17.2,17.8,No,Yes
22/07/2016,NorfolkIsland,15.9,21.2,1.4,2.4,NA,W,56,NW,W,15,30,88,75,1016.4,1013.6,8,4,18.7,20.6,Yes,No
23/07/2016,NorfolkIsland,17.8,21.4,0.8,NA,NA,W,54,WNW,WNW,22,24,80,80,1014.9,1011.6,7,8,19.9,20.2,No,No
24/07/2016,NorfolkIsland,17.6,20.8,0.6,NA,NA,WNW,48,WNW,S,24,13,85,86,1013.7,1013.5,8,8,20.2,18.3,No,Yes
25/07/2016,NorfolkIsland,13.6,21.8,7.4,7.6,NA,W,44,NNE,W,13,17,76,90,1017.3,1014.6,2,8,19.1,18.8,Yes,Yes
26/07/2016,NorfolkIsland,17.9,20.4,7.6,2.2,NA,W,41,S,SW,17,9,77,64,1019.1,1018.1,3,8,18.9,19.7,Yes,No
27/07/2016,NorfolkIsland,13.9,21.1,0,1.6,NA,N,44,ENE,NE,17,22,80,84,1022,1018.5,8,8,18.7,19,No,Yes
28/07/2016,NorfolkIsland,16.1,19.5,11.2,4.2,NA,NA,NA,WSW,S,15,30,95,62,1017.7,1016.3,8,8,17.2,18.6,Yes,No
29/07/2016,NorfolkIsland,13.7,19.1,0.4,1,NA,SSW,30,S,S,17,17,54,52,1021.5,1019.2,8,1,17.6,18.1,No,No
30/07/2016,NorfolkIsland,14,19.2,0,NA,NA,WSW,22,SW,W,11,13,55,51,1021,1017.9,8,NA,17.1,18.6,No,No
31/07/2016,NorfolkIsland,14.1,19.7,0,NA,NA,SW,22,SW,SW,13,11,65,61,1019.3,1016.7,1,NA,18.3,19,No,No
01/07/2016,Penrith,3.2,16.9,0,NA,NA,WNW,35,N,SW,7,19,49,36,NA,NA,NA,NA,12.2,16.4,No,No
02/07/2016,Penrith,2.6,17.9,0,NA,NA,SW,19,NA,SSE,0,7,86,40,NA,NA,NA,NA,7.8,17.6,No,No
03/07/2016,Penrith,2.1,17.1,0,NA,NA,NNE,11,NNW,NW,2,6,98,46,NA,NA,NA,NA,5.5,16.6,No,No
04/07/2016,Penrith,1.7,13.6,0,NA,NA,WNW,7,SE,W,4,4,98,65,NA,NA,NA,NA,3.5,13.1,No,NA
05/07/2016,Penrith,3.5,15.9,NA,NA,NA,NW,33,NA,SSW,0,4,98,82,NA,NA,NA,NA,8,15.4,NA,No
06/07/2016,Penrith,7.9,17.3,0,NA,NA,W,46,WNW,W,9,20,55,50,NA,NA,NA,NA,13.5,15.8,No,No
07/07/2016,Penrith,13.5,18.5,0,NA,NA,SW,44,SSW,SSW,15,15,77,77,NA,NA,NA,NA,15.4,15.8,No,No
08/07/2016,Penrith,12.5,16.9,0.8,NA,NA,SW,26,SSW,SSW,7,6,94,94,NA,NA,NA,NA,13.3,13.1,No,Yes
09/07/2016,Penrith,8.8,17.7,3.8,NA,NA,SW,15,ENE,S,4,7,81,59,NA,NA,NA,NA,13.2,17,Yes,NA
10/07/2016,Penrith,10,17.8,NA,NA,NA,NNE,19,NA,NE,0,13,98,70,NA,NA,NA,NA,13.3,17.2,NA,No
11/07/2016,Penrith,10.7,19.3,0,NA,NA,NNW,56,NNE,NNW,11,24,91,61,NA,NA,NA,NA,12.7,18.3,No,No
12/07/2016,Penrith,11.4,19.4,0,NA,NA,NW,69,SE,NW,6,35,47,33,NA,NA,NA,NA,16.6,18,No,No
13/07/2016,Penrith,8.9,14,0,NA,NA,W,57,W,WNW,19,28,40,32,NA,NA,NA,NA,10.5,13,No,No
14/07/2016,Penrith,1.2,17.2,0,NA,NA,W,13,N,NNE,4,4,86,37,NA,NA,NA,NA,5.3,16.7,No,No
15/07/2016,Penrith,1,16.7,0,NA,NA,NNW,13,N,NNW,6,9,93,44,NA,NA,NA,NA,5,16.6,No,No
16/07/2016,Penrith,3.4,17.4,0,NA,NA,NW,9,NE,NNW,4,7,98,58,NA,NA,NA,NA,6.4,17,No,No
17/07/2016,Penrith,6.4,19.3,0,NA,NA,ESE,15,E,N,2,7,98,72,NA,NA,NA,NA,13.2,18.8,No,No
18/07/2016,Penrith,5.7,24,0,NA,NA,WNW,39,N,WNW,2,24,98,50,NA,NA,NA,NA,9.4,23.4,No,NA
19/07/2016,Penrith,9.4,24.3,NA,NA,NA,NNE,19,S,NNE,4,2,98,62,NA,NA,NA,NA,13.5,23,NA,Yes
20/07/2016,Penrith,13.5,16.6,23.8,NA,NA,SSW,30,SSW,NA,7,0,98,98,NA,NA,NA,NA,15.8,16.5,Yes,Yes
21/07/2016,Penrith,13.2,20.8,17.2,NA,NA,SSW,15,S,NW,4,2,95,70,NA,NA,NA,NA,15.5,20.2,Yes,No
22/07/2016,Penrith,10,25.5,0.2,NA,NA,NW,61,N,NW,4,22,98,55,NA,NA,NA,NA,15.6,24.5,No,Yes
23/07/2016,Penrith,13.9,16.5,2.4,NA,NA,W,70,W,WNW,33,24,43,38,NA,NA,NA,NA,14.2,16.1,Yes,No
24/07/2016,Penrith,3,14.4,0,NA,NA,WNW,28,NNE,W,4,9,75,39,NA,NA,NA,NA,7,13.8,No,No
25/07/2016,Penrith,4.8,17,0,NA,NA,WNW,50,WNW,WNW,24,17,51,38,NA,NA,NA,NA,13,16.4,No,No
26/07/2016,Penrith,9.7,18.9,0,NA,NA,NW,44,W,NW,6,28,49,38,NA,NA,NA,NA,15.4,17.8,No,No
27/07/2016,Penrith,7.4,17.8,0,NA,NA,NW,63,NW,W,19,15,52,41,NA,NA,NA,NA,15.4,17.4,No,No
28/07/2016,Penrith,4.1,20.1,0,NA,NA,W,17,N,NNW,6,2,86,41,NA,NA,NA,NA,8,19.5,No,No
29/07/2016,Penrith,2.4,18.1,0,NA,NA,W,22,NA,NW,0,6,89,47,NA,NA,NA,NA,7.2,17.4,No,No
30/07/2016,Penrith,3.4,19.3,0,NA,NA,NE,19,NA,ENE,0,9,86,45,NA,NA,NA,NA,8.2,18.6,No,No
31/07/2016,Penrith,7.8,20.2,0,NA,NA,WNW,9,NA,WNW,0,4,98,46,NA,NA,NA,NA,9.8,19.7,No,No
01/07/2016,Richmond,3.4,17.2,0,1.2,NA,WSW,39,NNW,WSW,9,19,52,36,1016.3,1016.6,NA,NA,12.1,16.7,No,No
02/07/2016,Richmond,-0.3,17.6,0,NA,NA,SSW,24,NE,SSE,4,13,85,40,1026,1023.3,NA,NA,6.9,17.2,No,No
03/07/2016,Richmond,-0.6,16.8,0,NA,NA,E,15,NNE,E,2,7,92,47,1027,1022.3,NA,NA,6,16.4,No,No
04/07/2016,Richmond,-1,14.2,0,4.8,NA,SW,13,ESE,NA,6,0,98,60,1021,1016.1,7,NA,2.4,14,No,Yes
05/07/2016,Richmond,2.3,17.9,4.8,0.6,NA,NNW,37,NNE,NNW,9,24,98,56,1012.1,1006,8,1,8.1,17.6,Yes,No
06/07/2016,Richmond,7.5,17.7,0.4,1.4,NA,W,50,WNW,W,11,22,54,51,1005.3,1004,4,8,14,15.8,No,No
07/07/2016,Richmond,11.8,18.8,0,3.1,NA,SW,44,SSW,S,17,20,83,70,1016.1,1016.7,8,8,14.8,17,No,Yes
08/07/2016,Richmond,11.9,16.7,3.6,1.7,NA,SE,24,WSW,SSE,6,11,98,98,1020.3,1018.5,8,8,12.9,13.7,Yes,Yes
09/07/2016,Richmond,6.1,18,4.4,NA,NA,WSW,20,NNW,S,4,13,98,60,1023.7,1022,3,8,11.1,16.6,Yes,No
10/07/2016,Richmond,9.9,18,0.2,NA,NA,NE,22,NNE,NE,6,17,92,65,1025.3,1020.5,1,NA,13.1,17.4,No,No
11/07/2016,Richmond,10.6,19.4,0,4,NA,NNW,54,NNE,N,17,24,86,59,1015.2,1010.5,8,7,13.1,18.5,No,No
12/07/2016,Richmond,12,20.1,0.6,1.2,NA,NW,63,E,NW,6,28,42,28,1010.5,1007.5,NA,NA,17.6,18.4,No,No
13/07/2016,Richmond,8.4,14.6,0,5.4,NA,W,65,W,W,20,22,42,31,1019.6,1020.3,3,NA,11,14.2,No,No
14/07/2016,Richmond,-1.5,16.9,0,3.1,NA,W,22,N,NNE,9,7,89,37,1030.1,1025.8,NA,NA,4.7,16.7,No,No
15/07/2016,Richmond,-1.9,17,0,NA,NA,SE,17,NNW,S,4,4,86,37,1031.1,1027.6,NA,NA,4.3,16.6,No,No
16/07/2016,Richmond,1.5,17.4,0,NA,NA,SSW,13,SE,ENE,2,6,94,56,1033.8,1030.3,8,8,6.1,16.5,No,No
17/07/2016,Richmond,6.1,19.5,0.6,NA,NA,NE,19,SSE,ENE,2,9,99,73,1031.5,1026.9,8,4,12.3,18.4,No,No
18/07/2016,Richmond,6.3,24.9,0,4.2,NA,W,35,NNW,W,4,20,99,46,1025.1,1019.9,8,NA,8.9,24.7,No,No
19/07/2016,Richmond,8.7,25.2,0,2,NA,NE,20,SW,ENE,6,11,95,60,1021.8,1018.8,NA,8,13.9,23.4,No,Yes
20/07/2016,Richmond,13.9,16.4,24.4,0.6,NA,SSW,30,S,SW,9,6,99,98,1019.8,1018.6,8,7,16.2,16.2,Yes,Yes
21/07/2016,Richmond,14.1,19.3,16.8,0.6,NA,SW,19,SW,NE,7,9,98,73,1020.2,1015.6,8,NA,14.7,19.1,Yes,No
22/07/2016,Richmond,8.5,25.7,0.2,1.1,NA,NW,57,NNE,NW,22,33,75,48,1008.9,1001.3,1,NA,18.8,25.5,No,Yes
23/07/2016,Richmond,13.9,17.2,1.2,NA,NA,W,76,W,WNW,24,28,41,41,1005.1,1005.2,NA,NA,14.7,16.3,Yes,No
24/07/2016,Richmond,2.3,14.2,0,NA,NA,S,50,N,WNW,6,20,81,44,1016.3,1012.6,NA,NA,6.1,12.5,No,No
25/07/2016,Richmond,5.6,17.4,0,10.8,NA,W,57,W,WNW,20,30,49,39,1013.1,1012.4,NA,NA,13.7,16.2,No,No
26/07/2016,Richmond,6.9,19.7,0,3.1,NA,W,54,N,WSW,13,26,51,36,1014.5,1013,NA,NA,15.1,18.6,No,No
27/07/2016,Richmond,4.4,19,0,3.2,NA,W,70,NW,WSW,20,31,54,41,1012.7,1014.5,NA,1,15.4,17.4,No,No
28/07/2016,Richmond,1.4,19.5,0,3.4,NA,NW,24,N,ENE,6,11,86,39,1025,1020.3,NA,NA,7.9,19,No,No
29/07/2016,Richmond,-0.9,18.3,0,2,NA,W,30,N,N,4,7,85,42,1023.6,1018.1,NA,NA,6,17.3,No,No
30/07/2016,Richmond,0.4,18.9,0,NA,NA,E,19,NA,E,0,11,89,49,1023.8,1019.9,NA,NA,7.6,18.4,No,No
31/07/2016,Richmond,6,20.4,0,3.4,NA,SW,17,N,SSE,6,9,97,41,1018.2,1015.1,8,NA,9.1,20,No,No
01/07/2016,Sydney,7.7,16.7,0,4,NA,NW,52,WNW,WSW,13,20,58,33,1015.7,1016.2,7,1,11,16.4,No,No
02/07/2016,Sydney,8.2,18.2,0,2.8,9.5,W,37,W,W,24,17,62,36,1025.5,1023.2,1,1,10.1,17.8,No,No
03/07/2016,Sydney,6.5,18.1,0,3.6,9.5,W,24,W,ENE,17,13,72,42,1026.6,1022.6,1,0,9.2,16.5,No,No
04/07/2016,Sydney,6.4,15.6,0,3.4,7.5,W,22,WNW,SE,13,6,77,58,1020.8,1016.2,5,7,7.6,14.4,No,Yes
05/07/2016,Sydney,7.5,18.8,4.8,0.6,5.8,NW,46,W,NW,11,17,90,55,1011.9,1006.1,8,2,9.6,17.7,Yes,No
06/07/2016,Sydney,9.5,17.7,0.2,4.4,4.8,W,61,WNW,WSW,22,31,54,47,1004,1003,6,6,12.9,15.9,No,Yes
07/07/2016,Sydney,12.9,17.2,29.4,6.4,1.6,S,50,S,WSW,19,22,85,86,1015.4,1016.5,7,7,14.9,14.6,Yes,Yes
08/07/2016,Sydney,12.4,15.6,22.4,NA,0,W,28,W,SSW,17,7,92,80,1019.8,1018.4,8,8,12.7,15.5,Yes,Yes
09/07/2016,Sydney,8.7,18,2.2,0.6,5.2,SW,30,WNW,S,20,13,88,64,1023.5,1022.4,3,5,10.5,16.4,Yes,No
10/07/2016,Sydney,10.5,17.9,1,1.8,7.3,W,30,WNW,E,13,15,90,69,1025.1,1021.3,3,3,11.9,16.7,No,No
11/07/2016,Sydney,11.8,18.6,0,3.2,0.3,NW,69,N,N,20,39,63,54,1015.2,1009.7,7,7,15.5,18.3,No,No
12/07/2016,Sydney,14.8,20.2,0.2,1.2,7.8,NW,54,WNW,NW,15,33,41,26,1010.3,1007.1,6,7,16.6,18.7,No,No
13/07/2016,Sydney,9.6,14,0,8,9.8,W,72,WNW,WSW,37,37,40,26,1017.3,1019.8,3,7,10.5,13.3,No,No
14/07/2016,Sydney,6.7,17,0,5.2,9.6,WSW,50,W,W,30,20,54,27,1029.4,1025.9,7,2,8.6,16.4,No,No
15/07/2016,Sydney,6.4,17.7,0,3,9.5,W,31,W,E,22,4,60,35,1030.3,1027.3,1,2,8.8,16.9,No,No
16/07/2016,Sydney,6.9,18.9,0,1.8,4.7,W,28,W,SSE,19,15,71,65,1033.3,1030.2,2,7,9.3,17.1,No,No
17/07/2016,Sydney,9.2,18.8,0.8,1.8,3.2,WNW,24,W,ESE,13,2,91,73,1031.2,1027.1,7,7,13.3,17.8,No,No
18/07/2016,Sydney,11,24.2,0,1.2,8.9,WNW,30,W,WNW,9,15,92,45,1024.6,1019.8,1,0,11.5,23.9,No,No
19/07/2016,Sydney,11.4,24.9,0.2,3.2,6.2,NW,20,NA,NE,0,6,71,58,1021.7,1019.1,7,5,18,23,No,Yes
20/07/2016,Sydney,16.5,16.9,17,2.4,0,SW,35,S,WSW,9,13,91,90,1019.7,1018.4,8,8,16.7,16.2,Yes,Yes
21/07/2016,Sydney,13.9,19.3,20.4,1.8,2.6,W,31,W,NW,15,2,92,79,1019.9,1016.1,7,5,14.6,17.6,Yes,No
22/07/2016,Sydney,13.1,25.7,0,0.2,7.4,NNW,52,NNW,NW,30,30,66,44,1009.1,1001,6,4,19.3,25.1,No,Yes
23/07/2016,Sydney,14.5,17.4,6,7.6,10,WNW,69,WNW,W,44,43,35,31,1004.3,1003.8,1,1,14.5,17,Yes,No
24/07/2016,Sydney,7.8,14.3,0,4,5.4,WSW,46,W,NW,22,15,50,39,1015.8,1012.1,7,2,8.7,13.6,No,No
25/07/2016,Sydney,8.4,17.9,0,4,9.9,W,44,NNW,WNW,19,24,50,31,1012.7,1011.3,1,1,12.2,17.1,No,No
26/07/2016,Sydney,10.2,17.9,0,4.8,9.9,WNW,39,N,E,6,9,52,47,1014.7,1012.8,1,1,14,17.7,No,No
27/07/2016,Sydney,10.8,18.6,0,5.4,10.1,W,63,NW,WSW,19,26,53,32,1012.2,1013.3,2,3,14.7,18.5,No,No
28/07/2016,Sydney,8.8,19.4,0,4,10.1,WSW,48,W,WNW,19,11,57,34,1024.3,1020.5,1,0,11.1,19,No,No
29/07/2016,Sydney,7.3,18.5,0,4,10.1,WSW,50,W,WNW,24,11,61,34,1023,1018,1,2,9.8,17.6,No,No
30/07/2016,Sydney,8.7,19.8,0,4.2,10,W,33,W,ESE,26,9,63,50,1023.3,1020.2,1,3,10.4,17.9,No,No
31/07/2016,Sydney,10.4,20.9,0,2.8,3.2,W,24,W,WNW,15,7,75,37,1018,1015.3,7,2,11.9,20.5,No,No
01/07/2016,SydneyAirport,8.9,16.4,0,4,NA,NW,56,NW,WSW,15,28,52,39,1015.5,1016.2,7,1,11.4,15.5,No,No
02/07/2016,SydneyAirport,7.8,18.3,0,2.8,9.5,WSW,41,W,WSW,19,13,53,35,1025.4,1023,1,1,12.3,17.7,No,No
03/07/2016,SydneyAirport,6.1,18,0,3.6,9.5,NW,30,NW,NW,19,11,60,35,1026.5,1022.5,1,0,10.6,17.7,No,No
04/07/2016,SydneyAirport,6.3,15.8,0,3.4,7.5,NW,26,NW,NNW,19,6,68,47,1020.8,1016.1,5,7,9.4,15,No,Yes
05/07/2016,SydneyAirport,8.2,19.1,4.2,0.6,5.8,NW,43,NW,NW,15,28,94,51,1011.9,1005.8,8,2,10.4,18.8,Yes,No
06/07/2016,SydneyAirport,9.7,18.4,0.2,4.4,4.8,WSW,69,NW,W,28,37,47,46,1003.9,1003,6,6,13.5,15.8,No,Yes
07/07/2016,SydneyAirport,12.8,17.2,35.2,6.4,1.6,SW,69,S,SW,44,31,74,93,1014.9,1016.2,7,7,16.4,14.3,Yes,Yes
08/07/2016,SydneyAirport,12.7,17.6,21.6,NA,0,S,37,WNW,SSW,11,15,91,96,1019.7,1018.4,8,8,13.8,13.7,Yes,Yes
09/07/2016,SydneyAirport,8.8,16.7,21.8,0.6,5.2,S,35,WSW,S,13,15,82,74,1023.3,1022.2,3,5,12.3,16.1,Yes,Yes
10/07/2016,SydneyAirport,10.7,19,2,1.8,7.3,NNE,30,NW,NE,13,15,80,53,1025,1021,3,3,14.1,18.4,Yes,No
11/07/2016,SydneyAirport,13.1,19.6,0,3.2,0.3,NW,65,NNW,NNW,28,39,62,44,1014.9,1009.7,7,7,16,19.3,No,No
12/07/2016,SydneyAirport,11.5,21.4,0,1.2,7.8,WNW,65,NW,NW,20,44,41,12,1009.9,1006.8,6,7,17,19.6,No,No
13/07/2016,SydneyAirport,9.6,14.5,0,8,9.8,WNW,85,WNW,W,46,39,30,23,1017.6,1020.1,3,7,11.3,13.2,No,No
14/07/2016,SydneyAirport,5.7,17.3,0,5.2,9.6,WSW,43,WNW,W,22,15,45,25,1029.5,1025.8,7,2,10.2,17.1,No,No
15/07/2016,SydneyAirport,6.4,17.1,0,3,9.5,W,31,NW,SE,19,13,49,41,1030.3,1027.4,1,2,10.8,15.8,No,No
16/07/2016,SydneyAirport,7,17.4,0,1.8,4.7,SSW,30,NW,S,13,17,64,78,1033.2,1030.2,2,7,10.5,16.1,No,No
17/07/2016,SydneyAirport,10,20.1,0,1.8,3.2,WNW,24,NW,NE,13,15,91,66,1031.2,1026.9,7,7,14.3,19,No,No
18/07/2016,SydneyAirport,9.9,25.3,0,1.2,8.9,NW,37,WNW,WNW,13,24,79,39,1024.4,1019.4,1,0,14.4,24.5,No,No
19/07/2016,SydneyAirport,14.2,25.7,0,3.2,6.2,NNE,26,NNW,NA,9,0,69,46,1021.5,1018.7,7,5,18.2,25.1,No,Yes
20/07/2016,SydneyAirport,15.9,16.8,11.2,2.4,0,SSE,54,S,SW,24,15,98,94,1019.7,1018.2,8,8,16.1,16.2,Yes,Yes
21/07/2016,SydneyAirport,14.4,19.8,13.2,1.8,2.6,SW,39,WSW,SW,15,7,97,91,1019.7,1016,7,5,15.4,16.6,Yes,No
